amount,transaction_hour,is_high_risk_merchant,amount_log,merchant_category,location,day_of_week,risk_score,rapid_transaction_flag,user_transaction_count,minutes_since_last_transaction,amount_category,risk_level
186010.7,7,1,12.13356485394282,3,7,5,85,0,1,999999.0,2,0
90572.52,9,1,11.413917175580096,1,7,4,45,0,1,999999.0,2,2
1204.43,17,1,7.094591628743225,3,0,2,25,0,1,999999.0,1,1
667.03,2,0,6.504333082707855,2,1,0,0,0,2,48063.999886833335,0,1
107001.95,15,1,11.580611683157452,1,7,0,85,0,1,999999.0,2,0
4634.85,13,0,8.441574848457332,4,6,6,0,0,1,999999.0,1,1
413.79,15,0,6.027772368060912,4,7,2,20,0,1,999999.0,0,1
241.52,16,0,5.49108418120353,2,3,2,0,0,1,999999.0,0,1
138588.73,2,1,11.83927326486844,1,7,2,85,0,1,999999.0,2,0
154700.75,22,1,11.94925434871437,0,7,5,85,0,1,999999.0,2,0
113161.92,10,1,11.636583829253668,3,7,3,85,0,1,999999.0,2,0
2641.78,15,0,7.879586672395901,5,2,0,0,0,1,999999.0,1,1
662.75,22,1,6.4979055725561485,1,0,5,25,0,1,999999.0,0,1
4221.34,20,0,8.348144755720094,4,0,0,0,0,1,999999.0,1,1
498.69,5,0,6.213987906142712,6,7,1,20,0,1,999999.0,0,1
524.41,20,1,6.264178910187937,1,7,5,45,0,1,999999.0,0,2
147336.78,5,1,11.900483052931763,1,7,1,85,0,1,999999.0,2,0
1145.71,6,0,7.044652251682958,7,6,3,0,0,1,999999.0,1,1
174286.54,23,1,12.068461743009095,1,7,0,85,0,1,999999.0,2,0
121279.24,21,1,11.705859179766062,1,7,3,85,0,1,999999.0,2,0
1285.38,12,1,7.159587351040161,0,6,2,25,0,1,999999.0,1,1
1349.32,1,0,7.208096880380673,5,4,6,0,0,1,999999.0,1,1
195577.85,7,1,12.183718901902154,1,7,6,85,0,1,999999.0,2,0
147109.45,23,1,11.89893894417507,3,7,0,85,0,1,999999.0,2,0
3374.2,12,0,8.12420986081013,7,2,5,0,0,1,999999.0,1,1
65404.51,11,1,11.08836178466092,0,7,6,45,0,1,999999.0,2,2
3162.0,0,1,8.059276223305648,3,5,5,25,0,1,999999.0,1,1
4300.39,21,1,8.366693505259704,1,7,1,45,0,1,999999.0,1,2
114074.89,15,1,11.644619207649894,0,7,6,85,0,1,999999.0,2,0
1390.25,16,0,7.237957902589755,4,2,2,0,0,1,999999.0,1,1
3628.06,9,0,8.196728940556692,7,0,1,0,0,1,999999.0,1,1
1973.71,18,0,7.588176831110805,2,0,3,0,0,1,999999.0,1,1
96427.68,10,1,11.476558946724646,3,7,5,45,0,1,999999.0,2,2
2226.92,15,1,7.708823693759787,3,2,5,25,0,1,999999.0,1,1
2564.28,22,1,7.849822913440527,1,7,4,45,0,1,999999.0,1,2
4695.09,9,0,8.4544855265713,4,1,1,0,0,1,999999.0,1,1
1253.64,20,0,7.134603957826169,2,2,6,0,0,2,3522.000061866667,1,1
3436.46,7,0,8.142488105543487,6,0,2,0,0,3,3572.0000010333333,1,1
2244.32,4,0,7.716603328994141,2,5,0,0,0,1,999999.0,1,1
3635.23,2,0,8.198702709622404,4,5,0,0,0,1,999999.0,1,1
380.41,12,0,5.94387491201505,6,5,3,0,0,1,999999.0,0,1
395.04,21,1,5.981515216254314,3,5,3,25,0,1,999999.0,0,1
2374.01,12,0,7.772756926986193,7,5,2,0,0,1,999999.0,1,1
736.49,20,0,6.603252528800013,2,0,2,0,0,1,999999.0,0,1
3992.02,7,0,8.292303115816017,6,7,1,20,0,1,999999.0,1,1
143782.48,20,1,11.876063835889417,1,7,6,85,0,1,999999.0,2,0
98960.41,14,1,11.502485255145949,0,7,3,45,0,1,999999.0,2,2
82.43,17,1,4.424007956913983,3,3,5,25,0,1,999999.0,0,1
4733.68,13,1,8.462669421499042,1,7,0,45,0,2,34346.0000836,1,2
3303.21,10,0,8.102952691943095,6,5,3,0,0,1,999999.0,1,1
4605.42,20,0,8.435206261633828,6,7,5,20,0,1,999999.0,1,1
196826.79,21,1,12.19008446298078,1,7,4,85,0,1,999999.0,2,0
4934.61,3,1,8.504231551118444,0,2,0,25,0,1,999999.0,1,1
283.1,13,0,5.649326288860142,4,0,4,0,0,1,999999.0,0,1
1025.41,6,1,6.933822556044301,3,5,0,25,0,1,999999.0,1,1
766.82,23,0,6.643555330677559,2,3,0,0,0,1,999999.0,0,1
2198.14,13,0,7.695821653830622,2,3,0,0,0,1,999999.0,1,1
140426.76,12,1,11.852448471827389,0,7,4,85,0,1,999999.0,2,0
4346.83,19,0,8.377432149040674,6,0,5,0,0,1,999999.0,1,1
1444.36,8,1,7.276113704465672,0,2,6,25,0,1,999999.0,1,1
73822.53,11,1,11.209432794459932,3,7,1,45,0,1,999999.0,2,2
4579.49,17,0,8.429561258285103,5,6,3,0,0,1,999999.0,1,1
4442.64,3,1,8.399229139377377,3,0,2,25,0,1,999999.0,1,1
4203.3,1,1,8.343863090059738,0,2,5,25,0,1,999999.0,1,1
3725.92,18,0,8.22333743426364,7,6,4,0,0,1,999999.0,1,1
1089.49,19,0,6.994382415494182,4,1,6,0,0,1,999999.0,1,1
3119.65,15,0,8.045796592438487,5,3,4,0,0,1,999999.0,1,1
136829.19,22,1,11.826495946957266,1,7,6,85,0,1,999999.0,2,0
977.02,17,0,6.885530119723471,5,6,0,0,0,1,999999.0,0,1
4317.48,21,1,8.370658767471918,3,2,1,25,0,1,999999.0,1,1
195010.15,10,1,12.18081201539838,0,7,3,85,0,1,999999.0,2,0
1404.4,4,0,7.248077238758097,4,2,1,0,0,1,999999.0,1,1
4975.13,5,1,8.512407759479682,0,3,3,25,0,1,999999.0,1,1
532.54,20,1,6.279534044501028,1,7,1,45,0,1,999999.0,0,2
1553.36,10,0,7.348819164330165,5,1,1,0,0,1,999999.0,1,1
2530.03,19,0,7.836381613497398,5,6,3,0,0,1,999999.0,1,1
4018.92,17,1,8.299017280917537,1,5,2,25,0,1,999999.0,1,1
3883.57,7,0,8.264767574565349,7,6,0,0,0,1,999999.0,1,1
2365.25,7,0,7.7690617025235325,4,6,1,0,0,1,999999.0,1,1
1936.47,22,0,7.569138277236658,7,3,4,0,0,1,999999.0,1,1
3951.4,19,0,8.282078268320808,4,4,0,0,0,1,999999.0,1,1
2816.55,20,0,7.943622991985396,7,7,0,20,0,1,999999.0,1,1
914.95,10,0,6.819961778031468,4,7,6,20,0,1,999999.0,0,1
3043.05,15,0,8.020944144602261,6,2,5,0,0,1,999999.0,1,1
3740.02,12,1,8.227113580497983,1,6,1,25,0,1,999999.0,1,1
2003.89,8,1,7.603344475392756,0,7,2,45,0,1,999999.0,1,2
3231.59,16,0,8.081038952485804,6,0,6,0,0,1,999999.0,1,1
182171.91,2,1,12.112711569987423,0,7,6,85,0,1,999999.0,2,0
3623.5,21,0,8.195471626740932,6,3,2,0,0,1,999999.0,1,1
3324.95,22,1,8.109510626567115,3,3,1,25,0,1,999999.0,1,1
1721.3,2,0,7.451415885841701,6,4,3,0,0,1,999999.0,1,1
4425.36,6,1,8.39533285485411,0,7,2,45,0,1,999999.0,1,2
689.92,21,0,6.538024042825084,4,2,2,0,0,1,999999.0,0,1
3784.6,12,0,8.238959673784068,2,4,0,0,0,1,999999.0,1,1
122492.69,12,1,11.71581479743614,3,7,3,85,0,1,999999.0,2,0
4660.56,1,0,8.447105435047241,6,5,3,0,0,1,999999.0,1,1
2667.8,20,0,7.889384212164428,7,2,4,0,0,1,999999.0,1,1
431.72,16,0,6.070090867563172,6,6,2,0,0,1,999999.0,0,1
747.14,0,0,6.61759012623655,6,5,5,0,0,1,999999.0,0,1
2287.25,14,0,7.735542612264889,7,7,0,20,0,1,999999.0,1,1
1322.75,3,0,7.188223896915616,4,6,1,0,0,1,999999.0,1,1
4617.74,15,0,8.43787721960621,4,6,2,0,0,1,999999.0,1,1
505.91,21,0,6.228333473040668,7,1,5,0,0,1,999999.0,0,1
1857.83,18,0,7.527702536525386,4,2,6,0,0,1,999999.0,1,1
2789.41,16,0,7.9339438174238355,5,3,3,0,0,1,999999.0,1,1
1860.76,15,0,7.529277555866782,7,0,3,0,0,1,999999.0,1,1
3857.74,3,0,8.258095984300216,4,5,2,0,0,1,999999.0,1,1
724.37,16,0,6.586681869500629,2,7,3,20,0,2,22419.0000895,0,1
4196.96,15,0,8.342353971988352,6,1,1,0,0,1,999999.0,1,1
453.54,17,0,6.119285918545867,6,5,3,0,0,1,999999.0,0,1
181389.86,23,1,12.10840942950622,1,7,6,85,0,1,999999.0,2,0
2925.46,21,0,7.981548780433525,7,2,6,0,0,1,999999.0,1,1
2213.54,8,0,7.702799985968242,4,1,1,0,0,1,999999.0,1,1
4468.17,3,1,8.404957988039895,3,0,6,25,0,1,999999.0,1,1
273.34,7,0,5.614368213050261,5,4,1,0,0,1,999999.0,0,1
72.6,2,1,4.298645025734831,0,3,2,25,0,2,16979.9999751,0,1
1942.03,9,0,7.572003889299418,6,0,3,0,0,1,999999.0,1,1
2185.12,16,1,7.689883562014816,1,3,2,25,0,1,999999.0,1,1
116.48,1,1,4.766268106330419,1,5,0,25,0,1,999999.0,0,1
963.32,21,1,6.871423189734734,0,0,1,25,0,1,999999.0,0,1
3023.98,4,0,8.014659758872837,6,4,4,0,0,1,999999.0,1,1
2832.16,12,0,7.949147975468353,4,0,6,0,0,1,999999.0,1,1
416.87,12,0,6.03517037936805,4,6,3,0,0,1,999999.0,0,1
1489.23,12,1,7.30668574944296,0,2,5,25,0,1,999999.0,1,1
124039.68,16,1,11.728364855301908,3,7,3,85,0,1,999999.0,2,0
2608.87,17,0,7.867055690647139,5,3,5,0,0,1,999999.0,1,1
154276.74,19,1,11.946509763524178,3,7,0,85,0,1,999999.0,2,0
4301.18,1,1,8.366877149956549,3,3,2,25,0,1,999999.0,1,1
2542.54,19,0,7.841312090500475,7,7,3,20,0,1,999999.0,1,1
797.88,10,0,6.683210746752299,5,7,5,20,0,1,999999.0,0,1
2568.8,11,1,7.851583353849381,3,0,6,25,0,1,999999.0,1,1
2891.29,19,0,7.969803854876464,7,4,6,0,0,1,999999.0,1,1
3680.43,3,0,8.21105654263914,2,2,2,0,0,1,999999.0,1,1
873.3,7,1,6.773423566186845,0,7,0,45,0,1,999999.0,0,2
3081.83,7,0,8.03360328526949,5,7,4,20,0,1,999999.0,1,1
3400.99,13,0,8.132115833504104,4,3,6,0,0,1,999999.0,1,1
2150.37,22,1,7.673860127492387,3,3,4,25,0,1,999999.0,1,1
3637.48,20,0,8.199321291001386,6,0,0,0,0,1,999999.0,1,1
2332.03,18,0,7.754923130918608,2,0,1,0,0,1,999999.0,1,1
4875.59,19,1,8.492201484101498,0,5,6,25,0,1,999999.0,1,1
145.54,22,0,4.987298428731818,7,7,2,20,0,1,999999.0,0,1
954.84,6,0,6.862590535027745,2,7,0,20,0,1,999999.0,0,1
2491.37,20,1,7.82098934400639,0,7,5,45,0,1,999999.0,1,2
3058.28,23,0,8.025934873142775,2,1,2,0,0,1,999999.0,1,1
3663.47,15,1,8.206438992676643,1,2,3,25,0,1,999999.0,1,1
1978.68,9,1,7.590690494465665,1,5,4,25,0,1,999999.0,1,1
75.68,8,1,4.339640918177444,1,5,5,25,0,1,999999.0,0,1
4795.52,4,0,8.475645933956388,5,7,0,20,0,1,999999.0,1,1
2219.58,22,1,7.705523702004807,3,7,1,45,0,1,999999.0,1,2
1761.22,3,1,7.474329656817776,1,4,4,25,0,1,999999.0,1,1
4432.47,10,0,8.396937852134261,7,4,2,0,0,1,999999.0,1,1
162978.36,9,1,12.00137884600431,3,7,2,85,0,1,999999.0,2,0
2350.72,7,1,7.762902254312739,3,3,5,25,0,2,24341.99996523333,1,1
2751.28,10,0,7.920184938063692,4,5,1,0,0,1,999999.0,1,1
2028.24,10,1,7.615416617700105,1,1,6,25,0,1,999999.0,1,1
83411.96,14,1,11.331558971957634,3,7,0,45,0,1,999999.0,2,2
86577.9,10,1,11.368811415902558,3,7,0,45,0,1,999999.0,2,2
1116.34,3,0,7.018706139503176,2,2,5,0,0,1,999999.0,1,1
4003.83,1,1,8.295256411660239,1,6,4,25,0,1,999999.0,1,1
187747.74,9,1,12.142859858551931,0,7,5,85,0,1,999999.0,2,0
93668.76,22,1,11.447530684013495,3,7,6,45,0,1,999999.0,2,2
153103.21,10,1,11.938874079634784,0,7,0,85,0,1,999999.0,2,0
2937.97,14,0,7.9858144588132305,5,1,2,0,0,1,999999.0,1,1
118523.7,2,1,11.682876656655536,1,7,6,85,0,1,999999.0,2,0
3435.74,9,0,8.142278626621538,7,7,4,20,0,1,999999.0,1,1
3599.45,16,0,8.188814116632352,5,0,4,0,0,1,999999.0,1,1
4024.07,9,0,8.300297581005784,2,5,3,0,0,1,999999.0,1,1
1056.39,3,0,6.9635588865975615,4,0,4,0,0,1,999999.0,1,1
3399.12,20,1,8.131566004099078,1,5,6,25,0,1,999999.0,1,1
787.79,21,0,6.670500125723279,4,1,4,0,0,1,999999.0,0,1
153429.49,21,1,11.941002909572944,1,7,6,85,0,1,999999.0,2,0
1084.89,20,1,6.990155206229352,0,2,0,25,0,1,999999.0,1,1
4539.45,11,0,8.420781405066167,4,5,0,0,0,1,999999.0,1,1
113074.66,7,1,11.63581243116297,1,7,3,85,0,2,2616.0000503,2,0
4639.33,3,0,8.442540763381,7,6,6,0,0,1,999999.0,1,1
4158.62,12,0,8.333179002929148,7,4,3,0,0,1,999999.0,1,1
74752.61,22,1,11.221952784401182,3,7,0,45,0,1,999999.0,2,2
141431.8,21,1,11.859579971598391,1,7,0,85,0,1,999999.0,2,0
3398.72,2,0,8.131448354271887,6,2,2,0,0,2,60790.9998328,1,1
1498.89,5,0,7.313147051067948,7,2,3,0,0,1,999999.0,1,1
4137.15,18,0,8.328004107044338,5,0,6,0,0,1,999999.0,1,1
1147.03,15,1,7.045802708942247,1,2,4,25,0,2,51659.99998478333,1,1
2807.04,16,1,7.940242010058488,0,6,5,25,0,1,999999.0,1,1
181982.95,21,1,12.11167377535706,0,7,2,85,0,1,999999.0,2,0
3734.76,10,0,8.225706557456574,5,5,2,0,0,1,999999.0,1,1
1670.27,14,1,7.421339095435049,0,3,1,25,0,1,999999.0,1,1
3628.63,16,1,8.196885993689191,3,5,4,25,0,1,999999.0,1,1
2790.24,9,1,7.934241220523678,0,4,0,25,0,1,999999.0,1,1
1664.59,12,1,7.417934694000222,3,7,0,45,0,1,999999.0,1,2
145990.92,17,1,11.89130655669327,0,7,5,85,0,1,999999.0,2,0
2637.41,10,0,7.877931741974016,5,6,3,0,0,1,999999.0,1,1
4291.14,15,1,8.36454072204433,0,7,0,45,0,1,999999.0,1,2
1602.1,0,0,7.379694533695628,7,7,0,20,0,1,999999.0,1,1
2513.34,6,1,7.82976562264694,0,2,2,25,0,1,999999.0,1,1
187.53,21,0,5.239257145418492,2,6,2,0,0,1,999999.0,0,1
3595.47,6,1,8.18770808782955,3,5,3,25,0,1,999999.0,1,1
124418.64,9,1,11.73141532463933,3,7,0,85,0,1,999999.0,2,0
4953.91,2,0,8.50813428312789,5,1,2,0,0,1,999999.0,1,1
76662.87,14,1,11.247185820311003,0,7,2,45,0,1,999999.0,2,2
194347.65,2,1,12.177408990025215,3,7,5,85,0,1,999999.0,2,0
4517.98,23,0,8.416041583643574,4,0,2,0,0,1,999999.0,1,1
156156.7,18,1,11.958621673054848,0,7,6,85,0,1,999999.0,2,0
2014.93,0,0,7.608835906366207,4,4,1,0,0,1,999999.0,1,1
2999.85,12,0,8.006650860852272,7,2,6,0,0,1,999999.0,1,1
969.42,10,1,6.877728967475164,3,3,6,25,0,1,999999.0,0,1
3398.56,18,1,8.131401290465122,3,4,0,25,0,1,999999.0,1,1
3934.37,23,0,8.277760184385409,6,3,1,0,0,1,999999.0,1,1
1430.8,17,0,7.266687672962084,7,7,5,20,0,1,999999.0,1,1
1164.18,15,0,7.060630860502679,6,0,0,0,0,1,999999.0,1,1
72143.91,2,1,11.18643201424288,1,7,3,45,0,1,999999.0,2,2
192.01,3,1,5.262742001034116,1,0,0,25,0,1,999999.0,0,1
1909.97,5,0,7.555366245529922,4,6,4,0,0,1,999999.0,1,1
412.95,4,0,6.025745193584815,2,1,5,0,0,2,27310.00004335,0,1
1371.53,6,0,7.224411031068302,2,0,2,0,0,1,999999.0,1,1
1532.17,6,1,7.3350927663961025,0,2,3,25,0,1,999999.0,1,1
196209.69,17,1,12.1869443098483,0,7,3,85,0,1,999999.0,2,0
151266.03,9,1,11.926801964596065,0,7,3,85,0,1,999999.0,2,0
3308.08,13,1,8.10442548411773,3,3,5,25,0,1,999999.0,1,1
3663.81,19,0,8.206531771230674,6,1,5,0,0,1,999999.0,1,1
2642.38,18,0,7.879813680281616,7,7,0,20,0,1,999999.0,1,1
1955.84,4,0,7.579086206261186,5,2,4,0,0,1,999999.0,1,1
2338.76,0,1,7.757803638989126,1,1,3,25,0,1,999999.0,1,1
4689.5,15,0,8.453294465566005,5,6,3,0,0,1,999999.0,1,1
2320.3,9,1,7.749882652553401,0,5,2,25,0,1,999999.0,1,1
120303.87,15,1,11.697784383271404,0,7,4,85,0,2,17610.0000331,2,0
4749.38,20,0,8.465979893828857,7,4,6,0,0,3,49272.999804633335,1,1
1561.07,14,0,7.353767143736087,6,2,6,0,0,1,999999.0,1,1
3693.31,18,0,8.21454907710817,5,7,0,20,0,1,999999.0,1,1
1417.71,23,1,7.25750328699966,3,0,0,25,0,1,999999.0,1,1
1223.95,12,1,7.110655305819288,3,2,1,25,0,1,999999.0,1,1
832.8,12,0,6.7259935654466965,6,3,5,0,0,1,999999.0,0,1
3018.65,9,0,8.012896209612947,2,4,0,0,0,1,999999.0,1,1
1276.76,6,0,7.152863823874856,7,0,4,0,0,1,999999.0,1,1
206.19,23,0,5.333636246672391,5,3,2,0,0,1,999999.0,0,1
2847.42,18,0,7.954519733569065,5,0,3,0,0,2,1110.0000090333333,1,1
3442.84,0,0,8.144342406861,4,2,4,0,0,1,999999.0,1,1
1823.85,13,1,7.509253070857841,3,7,6,45,0,1,999999.0,1,2
3259.52,17,0,8.089641970842967,4,7,0,20,0,1,999999.0,1,1
2996.07,19,1,8.005390423733923,0,3,0,25,0,1,999999.0,1,1
2590.39,11,0,7.859949690269305,6,4,0,0,0,1,999999.0,1,1
1697.81,9,0,7.437683284929914,7,1,0,0,0,1,999999.0,1,1
3972.58,12,1,8.287422730561227,0,3,5,25,0,2,46242.999865933336,1,1
1135.23,16,1,7.0354710435766,0,3,2,25,0,1,999999.0,1,1
2244.54,12,0,7.716701305773723,2,3,3,0,0,1,999999.0,1,1
188567.01,11,1,12.147214016555033,1,7,3,85,0,1,999999.0,2,0
2116.15,3,0,7.657826123608237,6,7,3,20,0,1,999999.0,1,1
1347.43,6,1,7.206696231703332,3,1,4,25,0,1,999999.0,1,1
1969.56,9,0,7.58607304529608,6,4,3,0,0,2,65014.0001051,1,1
1374.7,16,0,7.22671797146695,2,5,4,0,0,1,999999.0,1,1
2985.11,23,0,8.001726816000652,7,6,1,0,0,1,999999.0,1,1
3765.39,8,0,8.233872262007207,5,5,6,0,0,1,999999.0,1,1
1725.56,14,0,7.453886268615423,6,0,2,0,0,1,999999.0,1,1
169214.56,6,1,12.03892868410094,0,7,4,85,0,1,999999.0,2,0
1345.6,11,1,7.20533817611118,0,0,5,25,0,1,999999.0,1,1
1597.48,9,0,7.376808456691877,5,4,0,0,0,1,999999.0,1,1
2124.06,5,0,7.661555316254026,4,3,5,0,0,1,999999.0,1,1
1304.62,18,0,7.174433302719964,5,4,2,0,0,1,999999.0,1,1
2040.36,19,1,7.621371531381422,3,4,0,25,0,1,999999.0,1,1
744.61,23,0,6.614202675298609,5,2,0,0,0,1,999999.0,0,1
1469.31,9,0,7.293228541893543,6,7,6,20,0,1,999999.0,1,1
227.23,21,0,5.430353892415786,6,5,6,0,0,1,999999.0,0,1
161206.53,14,1,11.990447820122496,0,7,2,85,0,1,999999.0,2,0
3906.1,17,0,8.270550689813266,2,5,3,0,0,1,999999.0,1,1
585.47,11,0,6.374121515890138,6,0,4,0,0,1,999999.0,0,1
909.25,11,0,6.813719287055543,4,5,3,0,0,1,999999.0,0,1
1961.02,20,0,7.581729833753272,6,1,3,0,0,1,999999.0,1,1
127908.03,21,1,11.759074587107566,3,7,5,85,0,1,999999.0,2,0
160253.14,11,1,11.984516209082594,1,7,0,85,0,1,999999.0,2,0
2309.07,9,1,7.745033106087015,0,2,4,25,0,1,999999.0,1,1
458.64,0,0,6.1304435743894325,5,5,1,0,0,1,999999.0,0,1
161051.37,19,1,11.989484870577796,1,7,2,85,0,1,999999.0,2,0
